Kjedenavn;1_Kategori_nr;1_Kategori_navn;2_Hovedvaregruppe_nr;2_Hovedvaregruppe_navn;3_Undervaregruppe_nr;3_Undervaregruppe_navn;4_Varegruppe_nr;4_Varegruppe_navn;Hovedvaregruppenr_UNSPSC;Hovedvaregruppenavn_UNSPSC;Undervaregruppe_1_nr_UNSPSC;Undervaregruppe_1_navn_UNSPSC;Undervaregruppe_2_nr_UNSPSC;Undervaregruppe_2_navn_UNSPSC;Undervaregruppe_3_nr_UNSPSC;Undervaregruppe_3_navn_UNSPSC;NG Sortimentskode;EAN D-Pakn;EAN F-Pakn;Varenummer;Nytt Varenummer;Varenavn;Antall;Pakn.type;Mengde;Måleenhet;Nettovekt;Pris pakn.type;Pris bestill.enh;Pris måleenhet;Anbrekk;Antall i anbrekk;OrdreBetingelser;Holdbarhet;Temperaturkrav;Maksimumstemperatur;Minimumstemperatur;Vektvare;Leverandørnavn;MVA;Energi kilojoule;Energi kcal;Protein;Karbohydrat;Fett;Sukker;Mettede fettsyrer;Kostfiber;Natrium;Flerumettede fettsyrer;Jern;Kalium;Egg;Fisk;Gluten;Melk;Nøtter;Peanøtter;Selleri;Sennep;Sesam;Skalldyr;Soya;Sulfitt;Bløtdyr;Lupiner;Svanen;Blomsten;FSC;MSC;Ø-merket (Debio);EU sitt økologimerke;Krav;Fairtrade;TCO;Energy Star;Nøkkelhullet;Nyt Norge;Genmodifisert;Økologisk;Allergitestet;Varebilde_url;Miljøbilde_url;HMS-datablad_url;Varedeklarasjon;Vare_beskrivelse
VOIS;30;MEIERIPRODUKTER;70;OST;7004;OST BRUNOST;1532;BRUNOST, BIT;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;7038010284410;7038010028441;4674610;;GUDBRANDSDALSOST G35 1KG TINE;10;pk;1;kg;1;88,23;882,3;88,23;;;J;50;Kjølevare;4;0;N;TINE SA;15;1835;441;10;35;28;30;19;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7038010028441/as/large.jpg;https://bilder.ngdata.no/7038010028441/campaign/large.jpg;;myse,pasteurisert geitemelk (144g til 100g ferdigvare),pasteurisert fløte, pasteurisert melk;1% fettreduksjon gir årlig besparelse på 65 tonn mettet fett (Norge totalt)økt andel geitemelk gir osten en tydeligere karakter
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7038010232411;7038010023248;494138;;KREMGO MANDARIN&ANANAS 125G TINE;10;beg;0,125;kg;0,125;15,86;158,6;126,88;;;J;50;Kjølevare;4;0;N;TINE SA;15;1008;241;6,2;7,4;22;7,4;14;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;J;N;N;N;https://bilder.ngdata.no/7038010023248/as/large.jpg;https://bilder.ngdata.no/7038010023248/campaign/large.jpg;;pasteurisert melk og fløte, 4 % sukker, 2 % ananas, 1 % mandarin, salt, appelsinjuice, sitronjuice, stabilisator (johannesbrødkjernemel og guarkjernemel), aroma, syrekultur;"TINE® Kremgo® Ananas &amp; mandarin er en umodnet kremost med smørbar konsistens. Frisk og syrlig smak av ananas og mandarin. Passer bra til det meste, som pålegg eller smaksforsterker."
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;7622400661389;4000339697908;474585;;PHILADELPHIA ORIGINAL 200G;10;beg;0,2;kg;0,2;25,17;251,7;125,85;;;J;40;Kjølevare;4;0;N;MONDELEZ NORGE;15;933;226;5,4;4,3;21;4,3;14;0,2;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/4000339697908/as/large.jpg;https://bilder.ngdata.no/4000339697908/campaign/large.jpg;;Mjölk/mælk/melk, grädde/fløde/fløte, vassle-/valle-/myseprodukt (mjölk), salt, stabiliseringsmedel/stabilisator (fruktkärnmjöl/johannesbrødkernemel), syra (citronsyra), bakteriekultur.;Philadelphia Original er en frisk kremost, og den mest populære varianten. Kremosten er hovedsakelig laget av fersk melk, fersk fløte og litt salt. Smøres direkte på brødskiven eller brukes i varme retter for å gjøre gryteretter, sauser og supper ekstra kremete. Perfekt til ostekake fordi osten holder formen. Inneholder ingen konserveringsmidler. Pakken er 100% resirkulerbar.
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7038010232718;7038010023279;593947;;KREMGO KRYDDER 125G TINE;10;beg;0,125;kg;0,125;15,9;159;127,2;;;J;50;Kjølevare;4;0;N;TINE SA;15;1063;254;6,7;2,8;24;2,8;15;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Kan inneholde spor av;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;J;N;N;N;https://bilder.ngdata.no/7038010023279/as/large.jpg;https://bilder.ngdata.no/7038010023279/campaign/large.jpg;;pasteurisert melk og fløte, salt, løk, paprika, dill, hvitløk, stabilisator (johannesbrødkjernemel og guarkjernemel), syrekultur. Krydderne er bestrålt.;TINE® Kremgo® Krydder er en umodnet kremost med smidig og smørbar konsistens. Frisk og syrlig med tydelig smak av krydder/urter. Passer bra som pålegg eller smaksforsterker.
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7038010232619;7038010023262;593988;;KREMGO URTER 125G TINE;10;beg;0,125;kg;0,125;15,9;159;127,2;;;J;50;Kjølevare;4;0;N;TINE SA;15;1063;254;6,7;2,8;24;2,8;15;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Kan inneholde spor av;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;J;N;N;N;https://bilder.ngdata.no/7038010023262/as/large.jpg;https://bilder.ngdata.no/7038010023262/campaign/large.jpg;;pasteurisert melk og fløte, salt, løk, dill, estragon, persille, timian, stabilisator (johannesbrødkjernemel og guarkjernemel), syrekultur. Krydderne er bestrålt.;TINE® Kremgo® Urter er en umodnet kremost med smidig og smørbar konsistens. Frisk og syrlig med tydelig smak av urter. Passer bra som pålegg eller smaksforsterker.
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7622400443695;7310700443698;749283;;PHILADELPHIA ORIGINAL 300G;8;beg;0,3;kg;0,3;35,24;281,92;117,47;;;J;40;Kjølevare;4;0;N;MONDELEZ NORGE;15;933;226;5,4;4,3;21;4,3;14;0,2;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7310700443698/as/large.jpg;https://bilder.ngdata.no/7310700443698/campaign/large.jpg;;Mjölk/mælk, grädde/fløde, vassle-/valle-/myseprodukt (mjölk), salt, stabiliseringsmedel/stabilisator (fruktkämmjöl/johannesbrødkernemel), syra(citronsyra), bakteriekultur.;Philadelphia Original er en frisk kremost, og den mest populære varianten. Kremosten er hovedsakelig laget av fersk melk, fersk fløte og litt salt. Smøres direkte på brødskiven eller brukes i varme retter for å gjøre gryteretter, sauser og supper ekstra kremete. Perfekt til ostekake fordi osten holder formen. Inneholder ingen konserveringsmidler.
VOIS;30;MEIERIPRODUKTER;70;OST;7007;OST KREMOST;1536;KREMOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7038010235016;7038010023507;840058;;SNØFRISK 125G TINE;10;beg;0,125;kg;0,125;21,89;218,9;175,12;;;J;50;Kjølevare;4;0;N;TINE SA;15;1055;252;6,6;2,5;24;2,5;16;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7038010023507/as/large.jpg;https://bilder.ngdata.no/7038010023507/campaign/large.jpg;;79% pasteurisert geitemelk, 20% pasteurisert kufløte, salt, syrekultur;Snøfrisk er en umodnet kremost. Den har smørbar konsistens. Smaken er frisk og syrlig med karakteristisk, men svak geitsmak. Osten er laget av pasteurisert geitemelk, kufløte og salt.
VOIS;30;MEIERIPRODUKTER;70;OST;7010;OST MUGGOST;1538;BLÅMUGGOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;5740200101071;5740200001074;169581;;CASTELLO BLÅ ØKOLOGISK 150G;6;esk;0,15;kg;0,15;30,95;185,7;206,33;;;J;27;Kjølevare;4;0;N;ARLA FOODS;15;1797;435;13;0,5;42;0,5;27;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;J;J;N;N;N;N;N;N;N;J;N;https://bilder.ngdata.no/5740200001074/as/large.jpg;https://bilder.ngdata.no/5740200001074/campaign/large.jpg;;ØKOLOGISK PASTEURISERT MELK OG FLØTE,  SALT, MELKESYRE-KULTUR, OSTELØPE(mikrobiell), MODNINGSKULTUR,  blåmuggkultur.;Castello Økologisk Blå har en bløt, kremet konsistens og en fyldig, men avrundet smak. Ostens farge kan variere i løpet av året, da den økologiske melken er mer gul når kyrne er på gress.
VOIS;30;MEIERIPRODUKTER;70;OST;7010;OST MUGGOST;1538;BLÅMUGGOST, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;5740200101019;5740200001012;582049;;CASTELLO BLÅ 150G THOLSTRUP;10;stk;0,15;kg;0,15;28,97;289,7;193,13;;;J;30;Kjølevare;4;0;N;ARLA FOODS;15;1779;431;13;0,1;42;0,1;27;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/5740200001012/as/large.jpg;https://bilder.ngdata.no/5740200001012/campaign/large.jpg;;Melk, Fløte, Salt, melkesyrekultur, mikrobiell osteløpe, modningskultur, smak/utseende av Blåmugg kultur;"Castello Blå er en avdempet og harmonisk blåmuggost med et nyanserte smaksbilde. Kremet og uten skorpe. Den&#xa0;kan spises med brød og kjeks. Den gir en rund smak til sauser, gratineringer og dressinger."
VOIS;30;MEIERIPRODUKTER;70;OST;7013;OST SMELTEOST;1546;SMELTEOST, TUBE;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;7041811610401;7041810010400;4218772;;REKEOST 175G TUBE KAVLI;16;tb;0,175;kg;0,175;25,86;413,76;147,77;;;J;50;Kjølevare;4;0;N;KAVLI O. AS HOVEDLAGER;15;899;216;17;0;16;0;10;;;;;;Fri for;Kan inneholde spor av;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Kan inneholde spor av;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7041810010400/as/large.jpg;https://bilder.ngdata.no/7041810010400/campaign/large.jpg;;Norsk HVITOST 58 % (MELK, syrekultur,salt,løpe), vann, REKER 9 % (REKER, salt), smeltesalt (natriumfosfater, polyfosfat), SMØR og konserveringsmiddel ( kaliumsorbat, nisin).;Kavli rekeost er en bestselger i kategorien. kombinasjonen reke og ost er en sikker vinner på brødskiven.
VOIS;30;MEIERIPRODUKTER;70;OST;7013;OST SMELTEOST;1544;SMELTEOST, BEGER;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;1;7041813013972;7041810013975;4942942;;BACONOST 200G BEGER KAVLI;10;beg;0,2;kg;0,2;21,92;219,2;109,6;;;N;50;Kjølevare;4;0;N;KAVLI O. AS HOVEDLAGER;15;935;225;16;0;18;0;10;0;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7041810013975/as/large.jpg;https://bilder.ngdata.no/7041810013975/campaign/large.jpg;;Norsk hvitost 53 %( MELK, syrekultur, salt, løpe ),vann, bacon 14 % (svinekjøtt, vann, salt, røykaroma), smeltesalt (natriumfosfater, polyfosfat) og konserveringsmiddel (kaliumsorbat, nisin). Pakket i beskyttende atmosfære.;Under Favoritter lanserer vi nå en ny og forbedret BaconOst i beger, perfekt på brødskiven og til matlaging!
VOIS;30;MEIERIPRODUKTER;70;OST;7019;OST PRIM;1554;PRIM, INDUSTRIPK.;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131800;Ost;50131802;Behandlet ost;3;7038010306112;7038010030611;4521993;;PRIM MAGER 4% 300G TINE;16;beg;0,3;kg;0,3;24,92;398,72;83,07;;;J;38;Kjølevare;4;0;N;TINE SA;15;1077;255;7;48;4;45;2,6;;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;J;N;N;N;https://bilder.ngdata.no/7038010030611/as/large.jpg;https://bilder.ngdata.no/7038010030611/campaign/large.jpg;;myse, 9% sukker, melkefett, aromaer, konserveringsmiddel (sorbinsyre);B6612:6657arnefamilier En magrere prim med 50% mindre fett for dem som er helsebevisst. Er naturlig rik på mange viktige næringsstoffer som barn i vekst trenger
VOIS;30;MEIERIPRODUKTER;72;MELKEPRODUKTER;7207;PLANTEBASERT DRIKKE;1573;PLANTEBASERT DRIKKE, HAVRE;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;1;27394376620793;7394376620799;6246227;;HAVREDRIKK 1,5% FETT 1L OATLY;6;esk;1;ltr;1,031;23,94;143,64;23,94;;;J;50;Tørrvare / Ingen krav;0;0;N;OATLY NORWAY;15;200;48;1,1;7;1,5;3,4;0,2;0,8;;;;;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7394376620799/as/large.jpg;https://bilder.ngdata.no/7394376620799/campaign/large.jpg;;Vann, HAVRE 10%, rapsolje, surhetsregulerende middel (dikaliumfosfat), mineral (kalsiumkarbonat), salt, vitaminer (D2, riboflavin, B12).;En naturlig og skumbar havredrikk, beriket med kalsium og vitaminer. Passer fint till kaffe, matlaging og baking. Har lang holdbarhet og kan lagres ved romtemperatur. 1,5% fettinnhold
VOIS;30;MEIERIPRODUKTER;72;MELKEPRODUKTER;7210;MATLAGING;1576;ØVRIG, MATLAGING;50000000;Mat, drikkevarer og tobakksprodukter;50200000;Drikkevarer;50201700;Kaffe og te;;;1;27035620028063;7035620017650;3095635;;KREM TOPPING AV KREMFLØTE 250ML ELDORADO;12;bx;0,25;ltr;0,25;24,64;295,68;98,56;;;J;50;Kjølevare;4;0;N;UNIL AS;15;1370;332;2,2;4,4;34;4,4;22;0;;;;;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7035620017650/as/large.jpg;https://bilder.ngdata.no/7035620017650/campaign/large.jpg;;Fløte 98 %, sukker 1.5%, emulgator E471, stabilisator E407, drivgass (nitrous oxide) E 492;Kremtopping av ekte kremfløte. Flaskens tutform gir et mønster som passer fint til kakao og desserter.
VOIS;30;MEIERIPRODUKTER;72;MELKEPRODUKTER;7210;MATLAGING;1581;MATLAGING, PLANTEBASERT;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;3;5411188121381;5411188121374;4578167;;MATLAG SOYABASERT 250ML ALPRO;15;esk;0,25;ltr;0,25;16,13;241,95;64,52;;;J;50;Kjølevare;4;0;N;DANONE;15;584;142;2;1,2;14;1,2;1,6;0,6;;8,7;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/5411188121374/as/large.jpg;https://bilder.ngdata.no/5411188121374/campaign/large.jpg;;soja/soyabas (84,4%) (vatten/vann/vand, skalade/afskallede sojabönor/ soyabønner (5,5%)), solrosolja/ solsikkeolie, socker/sukker, emulgeringsmedel/emulgator (sackarosestrar av fettsyror), stabiliseringsmedel/stabilisatorer (xantangummi, karragenan, guarkärnmjöl/guargummi), havssalt, arom;For de helsebevisste og livsnytere, de som søker variasjon og vil ha sunt alternativ til meieri. Soyabesert matfløte i ny emballasje
VOIS;30;MEIERIPRODUKTER;72;MELKEPRODUKTER;7210;MATLAGING;1581;MATLAGING, PLANTEBASERT;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;1;27394376620045;7394376044342;5973516;;VANILJESAUS MELKEFRI 250ML OATLY;10;stk;0,25;ltr;0,25;13,87;138,7;55,48;;;J;50;Kjølevare;4;0;N;OATLY NORWAY;15;700;168;0,8;16;11;13;6,2;0,9;;;;;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;J;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/7394376044342/as/large.jpg;https://bilder.ngdata.no/7394376044342/campaign/large.jpg;;Havrebas (vatten/vann, HAVRE 9%), socker/sukker, rapsolja/rapsolje, fullhärdad/fullt herdet kokos- och rapsolja/rapsolje, emulgeringsmedel (E472b, E472e), vaniljarom/vaniljearoma, stabiliseringsmedel (E415), joderat salt, färgämne/fargestoff (betakaroten).;En myk og plantebasert vaniljesaus med fyldig smak. Perfekt til desserter, paier og bær. Kan dessuten piskes!
VOIS;30;MEIERIPRODUKTER;74;YOGHURT/DESSERTER/ MELLOMRETTER;7410;YOGHURT, PLANTEBASERT;1596;YOGHURT, PLANTEBASERT, MULTIPK;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;3;5411188106746;54051140;2001675;;SOYADESSERT VANILJE 4X125G ALPRO;6;beg;0,5;kg;0,5;20,85;125,1;41,7;;;J;40;Tørrvare / Ingen krav;;;N;DANONE;15;369;87;3,2;14,2;1,8;11;0,3;0,5;;1,1;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/54051140/as/large.jpg;https://bilder.ngdata.no/54051140/campaign/large.jpg;;soja/soyabas (84,8%) (vatten/vann/vand, skalade/afskallede sojabönor/ soyabønner (8,6%)), socker/sukker, modifierad stärkelse/modificeret stivelse, maltodextrin, kalcium (trikalciumfosfat), morot/gulrot/gulerodskoncentrat, arom, förtjockningsmedel/fortykningsmiddel (pektiner, karragenan), havssalt, vitaminer (B2, B12, D2);Lukk øynene, og nyt smaken! Denne desserten med mild vaniljesmak er 100 % plantebasert og får smaksløkene til å juble. Kilde til kalsium og planteprotein. Naturlig fettfattig
VOIS;30;MEIERIPRODUKTER;74;YOGHURT/DESSERTER/ MELLOMRETTER;7410;YOGHURT, PLANTEBASERT;1596;YOGHURT, PLANTEBASERT, MULTIPK;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;;5411188106760;5411188091622;2459964;;SOYADESSERT MØRK SJOKO U/MELK 4X125G;6;beg;0,5;kg;0,5;20,85;125,1;41,7;;;J;40;Tørrvare / Ingen krav;;;N;DANONE;15;408;97;3,1;15,1;2,3;11,8;0,8;1,5;;0,9;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/5411188091622/as/large.jpg;https://bilder.ngdata.no/5411188091622/campaign/large.jpg;;soja/soyabas (80,8%) (vatten/vann/vand, skalade/afskallede sojabönor/ soyabønner (6,4%)), socker/sukker, kakao* (3%), modifierad stärkelse/modificeret stivelse, choklad/sjokolade/chokolade (1%), kalcium (trikalciumfosfat), arom, förtjockningsmedel/fortykningsmiddel (karragenan), havssalt, vitaminer (B2, D2);For de som ikke kan ha animalske produkter eller som ønsker plantebasterte produkter for helse og velværen. En dessert av deilig mørk sjokolade med en herlig konsistens.
VOIS;30;MEIERIPRODUKTER;74;YOGHURT/DESSERTER/ MELLOMRETTER;7410;YOGHURT, PLANTEBASERT;1595;ØVRIG, YOGHURT, PLANTEBASERT;50000000;Mat, drikkevarer og tobakksprodukter;50130000;Meieriprodukter og egg;50131700;Melk og smørprodukter;50131701;Fersk melk eller smørprodukter;99;8006040204912;8006040000484;5103676;;KARAMELLPUDDING M/SAUS MELKEFRI VALSOIA;12;pk;0,23;kg;0,23;19,02;228,24;82,7;;;J;50;Tørrvare / Ingen krav;0;0;N;JENSEN & CO;15;360;85;2,6;15;1,5;14;0,2;0,7;;0,5;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Ja inneholder;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/8006040000484/as/large.jpg;https://bilder.ngdata.no/8006040000484/campaign/large.jpg;;soyaekstrakt (75,1%) (vann, SOYAbønner 8,2%, salt), sukker, karamellisert sukker (5,6%) (glukosesirup, karamellisert sukker, fargestoff: karamell, aroma), modifisert stivelse, aromaer, geleringsmiddel  (karragenan), kalsiumfosfater, salt, fargestoff (betakaroten), vitaminer (riboflavin, B12, D2).;Deilig og søt karamellpudding med smaksrik karamellsaus. Lavt fettinnhold. Produktet er basert på soya. Beriket med kalsium og vitaminer. 100 % melkefritt og vegansk. Tørrvare
VOIS;35;DRIKKEVARER;100;KAFFE;10001;KAFFE, FINMALT/FILTERMALT;1838;KAFFE, FINMALT/FILTERMALT;50000000;Mat, drikkevarer og tobakksprodukter;50200000;Drikkevarer;50201700;Kaffe og te;50201706;Kaffebønner;1;17040912223661;17040912223661;5534938;;ALI ORIGINAL FINMALT 36X90G PROFF;1;krt;0,09;kg;3,24;454,76;454,76;140,36;;;J;50;Tørrvare / Ingen krav;0;0;N;JOH. JOHANNSON KAFFE;15;5;2;0,28;0;0;0;0;0;;0;;;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;Fri for;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;https://bilder.ngdata.no/17040912223661/as/large.jpg;https://bilder.ngdata.no/17040912223661/campaign/large.jpg;;Kaffe;ALI Kaffe består av 100% Arabica-bønner fra Brasil og Colombia som dyrkes på 1.000 - 1.600 meters høyde, hvor det er perfekt jordsmonn og klima for kaffedyrking. Ved å kombinere kaffebønner fra de to landene får vi fram en perfekt balanse mellom god fylde, fin aroma og lett syrlighet som gir den gode smaken som kjennetegner ALI Kaffe. ALI Kaffe har en oppkvikkende effekt, samtidig som den er rund og mild, med god fylde og fin aroma. Det er derfor vi med et lite glimt i øyet sier at den kurerer gruff. ALI Kaffe er UTZ-sertifisert. Ved å kjøpe UTZ-sertifisert kaffe, støtter vi bærekraftig kaffedyrking. UTZ-sertifiserte gårder dyrker kaffe med respekt for mennesker og miljø. Les mer på www.utz.org. ALI Kaffe blir produsert på Norges miljøvennlige kaffebrenneri som ble åpnet i 2020. Brenneriet er hovedsakelig bygget i tre, og drives med 100% fornybar energi. Du kan lese mer om Norges miljøvennlige kaffebrenneri på www.alikaffe.no. Vi samarbeider med Miljøfyrtårn og Grønt Punkt Norge for å tilby norske forbrukere miljøvennlig kaffe. www.johjohannsonkaffe.no/servering Dette er et Serveringsprodukt og passer til kolbe- og termostraktere.
